time,strength,intensity,lane,centroidHz
25.9947,0.3462,2,3,4858.1
30.3467,0.2693,2,1,2619.3
30.5493,0.4818,2,2,3817.7
30.752,0.3161,2,1,2566.5
31.3493,0.3563,2,1,3170.4
31.552,0.3051,2,1,2491.8
31.7547,0.181,1,1,3148.6
31.9467,0.4354,2,3,4796.1
32.1493,0.496,2,3,4506.6
32.352,0.3751,2,2,4138.8
32.544,0.2824,2,3,5763.4
33.248,0.5961,3,2,4264.1
33.5467,0.8491,4,2,4334.5
33.7493,0.6608,3,2,4306.9
33.9413,0.5847,3,3,4549.1
34.144,0.6274,3,1,3009.9
34.3467,0.7729,4,2,3682.3
34.7413,0.8014,4,2,3685.7
34.944,0.6682,3,1,2971.2
35.1467,0.7751,4,2,3746.6
35.5413,0.8118,4,2,3696.6
35.744,0.6691,3,1,3012.0
35.9467,0.7809,4,2,3766.1
36.2453,0.8099,4,1,3217.1
36.544,0.7176,3,2,3711.7
36.7467,0.7756,4,2,3823.0
36.9493,0.7508,4,2,3382.8
37.1413,0.8387,4,2,3702.9
37.344,0.6753,3,1,2986.5
37.5467,0.7825,4,2,3693.8
37.9413,0.8412,4,2,3671.1
38.144,0.679,3,1,2952.9
38.3467,0.7851,4,2,3774.8
38.7413,0.8437,4,2,3718.7
38.944,0.7438,3,2,3435.4
39.1467,0.8422,4,2,3779.8
39.5413,0.8565,4,2,3996.9
39.9467,0.8109,4,2,4043.0
40.1493,0.9104,4,3,4886.6
40.3413,0.7983,4,2,3615.2
40.544,0.8745,4,3,4838.2
40.7467,0.8172,4,2,4006.6
40.9493,0.8649,4,3,5024.6
41.1413,0.8521,4,2,3937.4
41.344,0.9094,4,3,4867.7
41.5467,0.818,4,2,4078.8
41.7493,0.9375,4,3,4927.7
41.9413,0.8566,4,2,3929.8
42.144,0.9316,4,3,4927.5
42.3467,0.81,4,2,3977.5
42.5493,0.8706,4,3,5048.4
42.7413,0.8359,4,2,4081.5
42.944,0.915,4,3,4996.8
43.1467,0.8226,4,2,4109.8
43.3493,0.951,4,3,4996.5
43.5413,0.8637,4,2,4021.9
43.744,0.9082,4,3,4875.7
43.9467,0.8104,4,2,4049.4
44.1493,0.8772,4,3,5013.7
44.3413,0.8695,4,2,4013.4
44.544,0.9064,4,3,4959.4
44.7467,0.8019,4,2,4013.3
44.9493,0.9195,4,3,4756.7
45.1413,0.6919,3,2,3755.1
45.344,0.8117,4,3,4805.5
45.8453,0.6841,3,2,4090.8
46.144,0.6817,3,3,5534.1
46.3467,0.7064,3,2,4022.9
46.5493,0.863,4,3,5311.0
46.7413,0.6427,3,3,4542.9
46.944,0.8974,4,3,4421.1
47.1467,0.7975,4,2,4039.1
47.4453,0.9095,4,2,3718.3
47.744,0.9684,4,3,4509.7
47.9467,0.8206,4,2,4063.7
48.1493,0.9395,4,3,5078.7
48.3413,0.852,4,2,4104.4
48.544,0.9453,4,3,4493.9
48.7467,0.8064,4,2,4022.7
48.9493,0.8852,4,3,4730.9
49.1413,0.7451,3,2,4346.5
49.344,0.9666,4,3,4851.6
49.5467,0.794,4,2,4153.4
49.7493,0.9613,4,3,4972.3
49.9413,0.8383,4,2,4046.9
50.144,0.9275,4,3,4495.3
50.3467,0.8083,4,2,4044.7
50.6453,0.9164,4,2,3777.8
50.944,0.9712,4,3,4475.0
51.1467,0.8183,4,2,4137.9
51.3493,0.964,4,3,4901.6
51.5413,0.8404,4,2,4123.7
51.744,0.9641,4,3,4474.6
51.9467,0.8613,4,2,4092.8
52.1493,0.9238,4,3,4807.6
52.3413,0.8699,4,2,4319.2
52.544,0.8621,4,3,5201.3
52.7467,0.8027,4,2,4056.7
52.9493,0.8964,4,3,5036.0
53.1413,0.7133,3,2,3879.3
53.344,0.8955,4,3,4474.4
53.5467,0.8051,4,2,4013.5
53.8453,0.9126,4,2,3713.4
54.144,0.963,4,3,4537.4
54.3467,0.8153,4,2,4076.7
54.5493,0.9681,4,3,4882.7
54.7413,0.8403,4,2,4116.7
54.944,0.8955,4,2,4274.5
55.1467,0.8045,4,2,3954.3
55.3493,0.866,4,3,4896.0
55.5413,0.7154,3,2,4128.6
55.744,0.9445,4,3,4774.6
55.9467,0.8079,4,2,4125.9
56.1493,0.9582,4,3,4931.1
56.3413,0.829,4,2,4031.2
56.544,0.9256,4,3,4486.7
56.7467,0.8194,4,2,4039.2
57.0453,0.8806,4,2,3802.5
57.344,0.9529,4,3,4460.1
57.5467,0.7987,4,2,4197.2
57.7493,0.9985,4,3,5285.9
57.9413,0.7792,4,2,4181.0
58.144,1.0,4,3,4773.4
58.3467,0.7186,3,2,4097.6
58.5493,0.8949,4,3,4849.0
58.7413,0.6841,3,2,4204.3
58.944,0.7513,4,3,5244.9
59.3493,0.32,2,1,2348.9
59.744,0.1831,1,0,2031.0
62.3467,0.1742,1,0,1130.5
62.9547,0.274,2,0,1452.4
63.552,0.2906,2,0,1380.3
64.9493,0.331,2,0,1555.8
65.152,0.3616,2,0,1640.0
65.3547,0.3828,2,0,1579.7
66.1547,0.3363,2,0,1774.5
66.752,0.3088,2,0,1645.2
68.1493,0.3801,2,0,1688.2
68.352,0.3572,2,0,1786.8
68.5547,0.3189,2,0,1677.5
68.7573,0.2526,2,0,1605.7
69.152,0.247,1,0,1766.6
69.3547,0.3895,2,0,1762.8
69.7493,0.2269,1,0,1831.1
69.952,0.4015,2,0,1696.4
71.3493,0.3982,2,0,1686.0
71.552,0.4321,2,0,1904.9
71.7547,0.3781,2,0,1782.2
71.9467,0.2777,2,0,1630.2
72.352,0.2703,2,0,1946.0
72.5547,0.4252,2,0,2190.5
72.9493,0.2628,2,0,2029.1
73.152,0.4053,2,0,1776.3
75.1467,0.4487,2,2,3965.6
75.552,0.4856,2,2,3703.7
75.744,0.194,1,0,2166.3
75.9573,0.371,2,1,2552.9
76.3627,0.1873,1,1,2349.4
76.96,0.1916,1,0,1674.1
77.152,0.3112,2,1,2796.3
77.3547,0.2225,1,1,2653.6
77.5573,0.3393,2,1,2524.1
78.3467,0.4844,2,3,4464.2
81.1413,0.1671,1,3,4778.4
81.5467,0.566,3,2,4012.8
81.952,0.4873,2,2,3672.5
82.144,0.1933,1,0,2240.7
82.3573,0.3651,2,1,2614.1
82.7627,0.182,1,1,2419.4
83.36,0.1928,1,0,1738.5
83.552,0.3062,2,1,2802.3
83.7547,0.2259,1,1,2649.3
83.9573,0.3486,2,1,2505.2
84.7467,0.468,2,3,4487.6
87.9467,0.5945,3,3,4542.9
88.1493,0.4246,2,1,3006.3
88.7467,0.2981,2,1,2747.6
88.9493,0.4426,2,1,3229.1
89.5467,0.3288,2,1,3003.9
89.7493,0.4654,2,1,3123.2
90.3467,0.3358,2,2,3423.2
90.5493,0.569,3,2,3794.1
90.752,0.4237,2,1,2944.5
90.944,0.2896,2,2,3808.7
91.1467,0.5209,3,2,4041.5
91.3493,0.4012,2,2,3571.6
91.9467,0.3203,2,2,3783.3
92.1493,0.4185,2,2,3731.5
92.544,0.2381,1,2,4282.9
92.7467,0.3693,2,2,3981.9
92.9493,0.4499,2,2,3784.1
93.248,0.2664,2,2,4241.6
93.5467,0.3134,2,2,4196.4
93.7493,0.4199,2,2,3979.7
94.048,0.2711,2,2,4354.1
94.3467,0.5191,3,3,4531.5
94.6453,0.2898,2,3,4610.3
94.848,0.2776,2,3,4761.3
95.2427,0.277,2,3,4865.6
95.6373,0.3078,2,3,4598.3
95.84,0.3067,2,3,4842.9
96.0427,0.3046,2,3,4509.7
96.2453,0.2955,2,3,4963.0
96.544,0.3602,2,3,5054.7
96.8427,0.3151,2,3,5283.1
97.0453,0.307,2,3,5131.7
97.248,0.3751,2,3,5090.7
97.5467,0.3259,2,3,5571.3
100.6933,0.3372,2,3,5527.7
104.0853,0.3146,2,2,3706.1
104.352,0.3238,2,1,2675.9
104.6187,0.2431,1,1,2848.9
105.152,0.2994,2,1,2552.0
105.5467,0.4513,2,3,4854.0
105.8133,0.4587,2,3,4792.9
106.208,0.3176,2,3,5601.0
106.88,0.6473,3,2,4308.0
107.1467,0.8808,4,3,4499.0
107.4133,0.6331,3,3,4393.2
107.9467,0.7777,4,2,3894.2
108.3413,0.8043,4,2,4021.6
108.7467,0.7833,4,2,3943.0
109.1413,0.8361,4,2,3978.8
109.5467,0.8054,4,2,3973.7
109.9413,0.8105,4,2,4237.8
110.3467,0.7956,4,2,3946.7
110.7413,0.8659,4,2,4010.7
111.1467,0.8021,4,2,3922.2
111.5413,0.8595,4,2,4024.2
111.9467,0.8067,4,2,3948.8
112.3413,0.8779,4,2,4018.0
112.7467,0.8551,4,2,3937.2
113.1413,0.8652,4,2,4309.3
113.5467,0.8207,4,2,4062.2
113.9413,0.7775,4,2,3860.8
114.3467,0.8369,4,2,4248.7
114.7413,0.879,4,2,4218.3
115.1467,0.8331,4,2,4276.6
115.5413,0.8935,4,2,4259.8
115.9467,0.8429,4,2,4257.8
116.3413,0.8679,4,2,4327.6
116.7467,0.829,4,2,4287.4
117.1413,0.8776,4,2,4246.5
117.5467,0.8307,4,2,4240.8
117.9413,0.8001,4,2,4252.5
118.208,0.5945,3,2,3863.9
118.4853,0.3798,2,2,3826.3
118.752,0.3686,2,2,3771.6
119.0187,0.2953,2,3,4790.4
119.2853,0.3521,2,3,6984.2
119.68,0.5864,3,2,4013.4
119.9467,0.7151,3,3,4856.0
120.2133,0.7863,4,3,4456.5
120.7467,0.8021,4,2,4235.6
121.0133,0.9184,4,2,3862.2
121.5467,0.8096,4,2,4271.4
121.8133,0.961,4,2,4077.9
122.3467,0.8327,4,2,4230.6
122.6133,0.9063,4,2,3948.7
123.1467,0.8207,4,2,4277.0
123.4133,0.9521,4,2,4057.2
123.9467,0.8144,4,2,4242.4
124.2133,0.9358,4,2,3975.8
124.7467,0.8263,4,2,4272.5
125.0133,0.9754,4,2,3971.1
125.5467,0.8565,4,2,4240.2
125.8133,0.9543,4,2,4173.4
126.3467,0.8117,4,2,4073.5
126.6133,0.8605,4,2,3849.8
127.1467,0.8207,4,2,4228.7
127.4133,0.9232,4,2,3905.4
127.808,0.8243,4,2,3946.9
128.2133,0.9868,4,2,4185.7
128.7467,0.8225,4,2,4231.0
129.0133,0.9305,4,2,3945.1
129.408,0.8301,4,2,3917.8
129.8133,0.9789,4,2,3935.5
130.3467,0.8051,4,2,4225.9
130.6133,0.9399,4,2,3973.0
131.008,0.821,4,2,3979.8
131.3493,0.5777,3,2,3553.5
131.552,0.3927,2,1,2477.9
132.1493,0.4345,2,1,2882.6
132.352,0.3879,2,1,2391.3
132.5547,0.2165,1,1,2895.7
